,Unnamed: 0,label,text-neigh,label_num,text-rel,token,text-neigh-processed,text-rel-processed,text-neigh-tokens,text-rel-tokens
2661,2661,Capability,This enables attackers to monitor all traffic to specific,1,attackers monitor all traffic to specific IPs,is,thi enabl attack monitor traffic specif,attack monitor traffic specif ip,"['thi', 'enabl', 'attack', 'monitor', 'traffic', 'specif']","['attack', 'monitor', 'traffic', 'specif', 'ip']"
2662,2662,Capability,in is done to hijack the traffic to the,1,ARP hijacking (or spoofing) in IDC hijack the traffic to the ad server in the IDC where the ad server locates through fake ARP packets,is used,done hijack traffic,arp hijack spoof idc hijack traffic ad server idc ad server locat fake arp packet,"['done', 'hijack', 'traffic']","['arp', 'hijack', 'spoof', 'idc', 'hijack', 'traffic', 'ad', 'server', 'idc', 'ad', 'server', 'locat', 'fake', 'arp', 'packet']"
2663,2663,Capability,"the target servers, and use fake ARP packets to",1,Attackers use fake ARP packets to direct all the traffic to go through the hijacking servers first for monitoring and hijacking,are often used,target server use fake arp packet,attack use fake arp packet direct traffic go hijack server first monitor hijack,"['target', 'server', 'use', 'fake', 'arp', 'packet']","['attack', 'use', 'fake', 'arp', 'packet', 'direct', 'traffic', 'go', 'hijack', 'server', 'first', 'monitor', 'hijack']"
2664,2664,Capability,monitoring and hijacking..ARP hijacking is a well-known approach used,1,ARP hijacking is a well-known approach used in network attacks,blending in,monitor  arp-file hijack well-known approach use,arp hijack well-known approach use network attack,"['monitor', 'arp-file', 'hijack', 'well-known', 'approach', 'use']","['arp', 'hijack', 'well-known', 'approach', 'use', 'network', 'attack']"
2665,2665,Capability,launch further attacks. Attackers keep a low profile by,1,Attackers keep a low profile by allowing all other irrelevant network traffic to pass without being modified,be exfiltrated,launch attacks. attack keep low profil,attack keep low profil allow irrelev network traffic pass without modifi,"['launch', 'attacks.', 'attack', 'keep', 'low', 'profil']","['attack', 'keep', 'low', 'profil', 'allow', 'irrelev', 'network', 'traffic', 'pass', 'without', 'modifi']"
2666,2666,Capability,"malicious ads or attackers hijacking the communication channels. Meanwhile,",1,malicious ads or attackers hijacking the communication channels,is,malici ad attack hijack commun channels. meanwhil,malici ad attack hijack commun channel,"['malici', 'ad', 'attack', 'hijack', 'commun', 'channels.', 'meanwhil']","['malici', 'ad', 'attack', 'hijack', 'commun', 'channel']"
2667,2667,Capability,"set of tools in use by the actors, including",1,the actors use a wide set of tools including several Remote Access Tools (RATs),used,set tool use actor includ,actor use wide set tool includ sever remot access tool rat,"['set', 'tool', 'use', 'actor', 'includ']","['actor', 'use', 'wide', 'set', 'tool', 'includ', 'sever', 'remot', 'access', 'tool', 'rat']"
2668,2668,Capability,Tools (RATs). The RATs are used by the PUTTER PANDA,1,the PUTTER PANDA actors The RATs are used,is,tool rats. rat use putter panda,putter panda actor rat use,"['tool', 'rats.', 'rat', 'use', 'putter', 'panda']","['putter', 'panda', 'actor', 'rat', 'use']"
2669,2669,Capability,PUTTER PANDA actors to conduct intelligence-gathering operations with a,1,the PUTTER PANDA actors conduct intelligence-gathering operations,gather,putter panda actor conduct intelligence-gath oper,putter panda actor conduct intelligence-gath oper,"['putter', 'panda', 'actor', 'conduct', 'intelligence-gath', 'oper']","['putter', 'panda', 'actor', 'conduct', 'intelligence-gath', 'oper']"
2670,2670,Capability,technology sector. This toolset provides a wide degree of,1,This toolset provides a wide degree of control over a victim system,maintain,technolog sector. thi toolset provid wide degre,thi toolset provid wide degre control victim system,"['technolog', 'sector.', 'thi', 'toolset', 'provid', 'wide', 'degre']","['thi', 'toolset', 'provid', 'wide', 'degre', 'control', 'victim', 'system']"
2671,2671,Capability,provide the opportunity to deploy additional tools at will.,1,This toolset deploy additional tools at will,further,provid opportun deploy addit tool will.,thi toolset deploy addit tool,"['provid', 'opportun', 'deploy', 'addit', 'tool', 'will.']","['thi', 'toolset', 'deploy', 'addit', 'tool']"
2672,2672,Capability,httpclient. Two droppers have been associated with the PUTTER PANDA,1,Two droppers been associated with the PUTTER PANDA toolset,utilizes,httpclient. two dropper associ putter panda,two dropper associ putter panda toolset,"['httpclient.', 'two', 'dropper', 'associ', 'putter', 'panda']","['two', 'dropper', 'associ', 'putter', 'panda', 'toolset']"
2673,2673,Capability,Team Technical Several RATs are used by PUTTER PANDA. The,1,PUTTER PANDA Several RATs are used,be considered,team technic sever rat use putter panda.,putter panda sever rat use,"['team', 'technic', 'sever', 'rat', 'use', 'putter', 'panda.']","['putter', 'panda', 'sever', 'rat', 'use']"
2674,2674,Capability,from the C2 server is obfuscated using a 1-byte XOR,1,Communication to and from the C2 server is obfuscated using a 1-byte XOR with the key 0xBE,was implemented,c2 server obfusc use 1-byte xor,commun c2 server obfusc use 1-byte xor key 0xbe,"['c2', 'server', 'obfusc', 'use', '1-byte', 'xor']","['commun', 'c2', 'server', 'obfusc', 'use', '1-byte', 'xor', 'key', '0xbe']"
2675,2675,Capability,0xBE. • The commands supported by the RAT enable,1,the RAT The commands supported,sent,0xbe. command support rat enabl,rat command support,"['0xbe.', 'command', 'support', 'rat', 'enabl']","['rat', 'command', 'support']"
2676,2676,Capability,"C:\RECYCLER\restore.dat, and it will sleep until after this date/time",1,it sleep until after this date/time has passed,sent,sleep thi system-path ,sleep thi system-path  ha pass,"['sleep', 'thi', 'system-path']","['sleep', 'thi', 'system-path', 'ha', 'pass']"
2677,2677,Capability,allow the RAT to remain dormant until a fixed,1,the RAT remain dormant until a fixed time,done,allow rat remain dormant fix,rat remain dormant fix time,"['allow', 'rat', 'remain', 'dormant', 'fix']","['rat', 'remain', 'dormant', 'fix', 'time']"
2678,2678,Capability,likely that this request serves only as a connectivity,1,this request serves as a connectivity check,are stored,like thi request serv onli connect,thi request serv connect check,"['like', 'thi', 'request', 'serv', 'onli', 'connect']","['thi', 'request', 'serv', 'connect', 'check']"
2679,2679,Capability,produced by tasking instructions is encrypted in the same manner,1,Output data produced by tasking instructions is encrypted in the same manner as it was decrypted,be sent,produc task instruct encrypt manner,output data produc task instruct encrypt manner wa decrypt,"['produc', 'task', 'instruct', 'encrypt', 'manner']","['output', 'data', 'produc', 'task', 'instruct', 'encrypt', 'manner', 'wa', 'decrypt']"
2680,2680,Capability,The set of commands supported by the RAT is,1,the RAT The set of commands supported,queries,set command support rat,rat set command support,"['set', 'command', 'support', 'rat']","['rat', 'set', 'command', 'support']"
2681,2681,Capability,with its support for sleeping until a certain date/time).,1,the RAT sleeping until a certain date/time,download,support sleep certain system-path ,rat sleep certain system-path ,"['support', 'sleep', 'certain', 'system-path']","['rat', 'sleep', 'certain', 'system-path']"
2682,2682,Capability,"Initially, the malware will perform a connectivity check to",1,the malware perform a connectivity check to using a hard-coded URL (http://www.microsoft.com) a constant user agent Mozilla/4.0 (Compatible; MSIE 6.0;),request,initi malwar perform connect check,malwar perform connect check use hard-cod url constant user agent system-path  compatible; msie 6.0;,"['initi', 'malwar', 'perform', 'connect', 'check']","['malwar', 'perform', 'connect', 'check', 'use', 'hard-cod', 'url', 'constant', 'user', 'agent', 'system-path', 'compatible;', 'msie', '6.0;']"
2683,2683,Capability,malware will attempt to extract proxy details and credentials,1,the malware Windows Protected Storage extract proxy details and credentials from using the IE Credentials Store publicly known methods15,is downloaded,malwar attempt extract proxi detail credenti,malwar window protect storag extract proxi detail credenti use ie credenti store publicli known methods15,"['malwar', 'attempt', 'extract', 'proxi', 'detail', 'credenti']","['malwar', 'window', 'protect', 'storag', 'extract', 'proxi', 'detail', 'credenti', 'use', 'ie', 'credenti', 'store', 'publicli', 'known', 'methods15']"
2684,2684,Capability,will then attempt to download content from the specified,1,The malware download content from to the specified URL the filename within the user’s temporary directory,is then uploaded,attempt download content specifi,malwar download content specifi url filenam within user temporari directori,"['attempt', 'download', 'content', 'specifi']","['malwar', 'download', 'content', 'specifi', 'url', 'filenam', 'within', 'user', 'temporari', 'directori']"
2685,2685,Capability,"tool, implies that it is used only as a simple",1,is used it as a simple download- and-execute utility,be executed,tool impli use onli simpl,use simpl download- and-execut util,"['tool', 'impli', 'use', 'onli', 'simpl']","['use', 'simpl', 'download-', 'and-execut', 'util']"
2686,2686,Capability,This malware also initially performs a connectivity check to,1,This malware performs a connectivity check to using www.microsoft.com the hard-coded user agent Mozilla/4.0 (Compatible; MSIE 6.0;),be deleted,thi malwar also initi perform connect check,thi malwar perform connect check use  com-file hard-cod user agent system-path  compatible; msie 6.0;,"['thi', 'malwar', 'also', 'initi', 'perform', 'connect', 'check']","['thi', 'malwar', 'perform', 'connect', 'check', 'use', 'com-file', 'hard-cod', 'user', 'agent', 'system-path', 'compatible;', 'msie', '6.0;']"
2687,2687,Capability,"ended, two other commands are supported m2b (upload file) and",1,are supported two other commands,responds,end two command support m2b upload file,support two command,"['end', 'two', 'command', 'support', 'm2b', 'upload', 'file']","['support', 'two', 'command']"
2688,2688,Capability,PUTTER PANDA (abc.scr) to install the 4H RAT. This,1,a dropper install the 4H RAT,are often run,putter panda  scr-file instal 4h rat. thi,dropper instal 4h rat,"['putter', 'panda', 'scr-file', 'instal', '4h', 'rat.', 'thi']","['dropper', 'instal', '4h', 'rat']"
2689,2689,Capability,reporting describes a dropper used by PUTTER PANDA (abc.scr),1,PUTTER PANDA used a dropper,decide,report describ dropper use putter panda  scr-file,putter panda use dropper,"['report', 'describ', 'dropper', 'use', 'putter', 'panda', 'scr-file']","['putter', 'panda', 'use', 'dropper']"
2690,2690,Capability,"has been observed, exclusively installing the pngdowner malware (example",1,Another dropper installing the pngdowner malware (example MD5 hash 4c50457c35e2033b3a03fcbb4adac7b7),is commonly installed,ha observ exclus instal pngdowner malwar exampl,anoth dropper instal pngdowner malwar exampl md5 hash hash-code,"['ha', 'observ', 'exclus', 'instal', 'pngdowner', 'malwar', 'exampl']","['anoth', 'dropper', 'instal', 'pngdowner', 'malwar', 'exampl', 'md5', 'hash', 'hash-code']"
2691,2691,Capability,"section of the dropper, obfuscated with a 16-byte XOR",1,The executable and DLL obfuscated with a 16-byte XOR key (consisting of the bytes 0xA0 – 0xAF),use,section dropper obfusc 16-byte xor,execut dll obfusc 16-byte xor key consist byte 0xa0 0xaf,"['section', 'dropper', 'obfusc', '16-byte', 'xor']","['execut', 'dll', 'obfusc', '16-byte', 'xor', 'key', 'consist', 'byte', '0xa0', '0xaf']"
2692,2692,Capability,verb open). The executable is also installed into the ASEP registry,1,The executable is also installed into with the ASEP registry key HKCU\Software\Microsoft\Windows\ CurrentVersion\Run a value named McUpdate,copied,verb open. execut also instal asep registri,execut also instal asep registri key hash-code system-path  valu name mcupdat,"['verb', 'open.', 'execut', 'also', 'instal', 'asep', 'registri']","['execut', 'also', 'instal', 'asep', 'registri', 'key', 'hash-code', 'system-path', 'valu', 'name', 'mcupdat']"
2693,2693,Capability,"McUpdate. Finally, the dropper deletes itself via a batch",1,the dropper deletes itself via a batch file,opened,mcupdate. final dropper delet via batch,dropper delet via batch file,"['mcupdate.', 'final', 'dropper', 'delet', 'via', 'batch']","['dropper', 'delet', 'via', 'batch', 'file']"
2694,2694,Capability,likely in order to disguise the malicious activity. Module,1,The dropped executable (MD5 hash 38a2a6782e1af29ca8cb691cf0d29a0d) disguise the malicious activity,replaced,like order disguis malici activity. modul,drop execut md5 hash hash-code disguis malici activ,"['like', 'order', 'disguis', 'malici', 'activity.', 'modul']","['drop', 'execut', 'md5', 'hash', 'hash-code', 'disguis', 'malici', 'activ']"
2695,2695,Capability,malware will attempt to terminate processes corresponding to two,1,the malware terminate processes corresponding to two components of Sophos Anti-Virus (SAVAdminService.exe and SavService.exe),padded,malwar attempt termin process correspond two,malwar termin process correspond two compon sopho anti-viru savadminservice.ex savservice.ex,"['malwar', 'attempt', 'termin', 'process', 'correspond', 'two']","['malwar', 'termin', 'process', 'correspond', 'two', 'compon', 'sopho', 'anti-viru', 'savadminservice.ex', 'savservice.ex']"
2696,2696,Capability,a whole their toolset provides a wide degree of,1,their toolset provides a wide degree of control over a victim system,logging,whole toolset provid wide degre,toolset provid wide degre control victim system,"['whole', 'toolset', 'provid', 'wide', 'degre']","['toolset', 'provid', 'wide', 'degre', 'control', 'victim', 'system']"
2697,2697,Capability,provide the opportunity to deploy additional tools at will.,1,their toolset deploy additional tools at will,sending,provid opportun deploy addit tool will.,toolset deploy addit tool,"['provid', 'opportun', 'deploy', 'addit', 'tool', 'will.']","['toolset', 'deploy', 'addit', 'tool']"
2698,2698,Capability,with Adobe Flash. It aborts exploitation if the user,1,It aborts exploitation if the user is browsing with a different version of IE or has installed Microsoft’s Experience Mitigation Toolkit (EMET),creating,adob flash. abort exploit user,abort exploit user brows differ version ie ha instal microsoft experi mitig toolkit emet,"['adob', 'flash.', 'abort', 'exploit', 'user']","['abort', 'exploit', 'user', 'brows', 'differ', 'version', 'ie', 'ha', 'instal', 'microsoft', 'experi', 'mitig', 'toolkit', 'emet']"
2699,2699,Capability,"address, the attacker can use it to bypass ASLR.",1,the attacker use it to bypass ASLR,relied,address attack use bypass aslr.,attack use bypass aslr,"['address', 'attack', 'use', 'bypass', 'aslr.']","['attack', 'use', 'bypass', 'aslr']"
2700,2700,Capability,"to the pivot and begin ROP. After successful exploitation,",1,The attacker ROP begin,be sent,pivot begin rop. success exploit,attack rop begin,"['pivot', 'begin', 'rop.', 'success', 'exploit']","['attack', 'rop', 'begin']"
2701,2701,Capability,the malicious Flash code downloads a file containing the,1,the malicious Flash code downloads a file containing the dropped malware payload,was obfuscated,malici flash code download file contain,malici flash code download file contain drop malwar payload,"['malici', 'flash', 'code', 'download', 'file', 'contain']","['malici', 'flash', 'code', 'download', 'file', 'contain', 'drop', 'malwar', 'payload']"
2702,2702,Capability,"documented above, this exploit dropped an XOR (0×95) payload",1,this exploit dropped an XOR (0×95) payload,was established,document abov thi exploit drop xor 0×95 payload,thi exploit drop xor 0×95 payload,"['document', 'abov', 'thi', 'exploit', 'drop', 'xor', '0×95', 'payload']","['thi', 'exploit', 'drop', 'xor', '0×95', 'payload']"
2703,2703,Capability,XOR (0×95) payload that executed a ZxShell backdoor (MD5:,1,an XOR (0×95) payload executed a ZxShell backdoor (MD5: 8455bbb9a210ce603a1b646b0d951bce),using,xor 0×95 payload execut zxshell backdoor md5:,xor 0×95 payload execut zxshell backdoor md5: hash-code,"['xor', '0×95', 'payload', 'execut', 'zxshell', 'backdoor', 'md5:']","['xor', '0×95', 'payload', 'execut', 'zxshell', 'backdoor', 'md5:', 'hash-code']"
2704,2704,Capability,and publicly available tool used by multiple threat actors,1,multiple threat actors linked to cyber espionage operations The ZxShell backdoor used,was located,publicli avail tool use multipl threat actor,multipl threat actor link cyber espionag oper zxshell backdoor use,"['publicli', 'avail', 'tool', 'use', 'multipl', 'threat', 'actor']","['multipl', 'threat', 'actor', 'link', 'cyber', 'espionag', 'oper', 'zxshell', 'backdoor', 'use']"
2705,2705,Capability,are extremely similar. They build ROP chains and shellcode,1,They ROP chains build,were automatically performed,extrem similar. build rop chain shellcod,rop chain build,"['extrem', 'similar.', 'build', 'rop', 'chain', 'shellcod']","['rop', 'chain', 'build']"
2706,2706,Capability,proven ability to successfully deploy a number of different,1,this actor(s) deploy a number of different private and public RATs using against zero-day exploits high-profile targets,underwent,proven abil success deploy number differ,thi actor deploy number differ privat public rat use zero-day exploit high-profil target,"['proven', 'abil', 'success', 'deploy', 'number', 'differ']","['thi', 'actor', 'deploy', 'number', 'differ', 'privat', 'public', 'rat', 'use', 'zero-day', 'exploit', 'high-profil', 'target']"
2707,2707,Capability,"to the internet, they are infected with a rare APT",1,are infected they with a rare APT Trojan,allowed,internet infect rare apt,infect rare apt trojan,"['internet', 'infect', 'rare', 'apt']","['infect', 'rare', 'apt', 'trojan']"
2708,2708,Capability,leading to the selective download of more advanced stealing,1,download more advanced stealing tools,differentiate,lead select download advanc steal,download advanc steal tool,"['lead', 'select', 'download', 'advanc', 'steal']","['download', 'advanc', 'steal', 'tool']"
2709,2709,Capability,"Of course, these packages were really installers for Darkhotel",1,these packages were really installers for Darkhotel APT’s backdoors,run,cours packag realli instal darkhotel,packag realli instal darkhotel apt backdoor,"['cours', 'packag', 'realli', 'instal', 'darkhotel']","['packag', 'realli', 'instal', 'darkhotel', 'apt', 'backdoor']"
2710,2710,Capability,Digitally signed Darkhotel backdoors were installed alongside the legitimate packages.,1,Digitally signed Darkhotel backdoors were installed alongside the legitimate packages,know,digit sign darkhotel backdoor instal alongsid legitim packages.,digit sign darkhotel backdoor instal alongsid legitim packag,"['digit', 'sign', 'darkhotel', 'backdoor', 'instal', 'alongsid', 'legitim', 'packages.']","['digit', 'sign', 'darkhotel', 'backdoor', 'instal', 'alongsid', 'legitim', 'packag']"
2711,2711,Capability,very careful to immediately delete all traces of their,1,The attackers delete all traces of their tools as soon as an attack was carried out successfully,be supplied,veri care immedi delet trace,attack delet trace tool soon attack wa carri success,"['veri', 'care', 'immedi', 'delet', 'trace']","['attack', 'delet', 'trace', 'tool', 'soon', 'attack', 'wa', 'carri', 'success']"
2712,2712,Capability,"was closed, the attackers deleted their iframe placement and",1,he attackers deleted their iframe placement and backdoored executables from the hotel network,was also changed,wa close attack delet ifram placement,attack delet ifram placement backdoor execut hotel network,"['wa', 'close', 'attack', 'delet', 'ifram', 'placement']","['attack', 'delet', 'ifram', 'placement', 'backdoor', 'execut', 'hotel', 'network']"
2713,2713,Capability,network. The attackers successfully deleted traces of their work,1,The attackers de- leted traces of their work from earlier attacks in another hotel,was reused,network. attack success delet trace work,attack de- lete trace work earlier attack anoth hotel,"['network.', 'attack', 'success', 'delet', 'trace', 'work']","['attack', 'de-', 'lete', 'trace', 'work', 'earlier', 'attack', 'anoth', 'hotel']"
2714,2714,Capability,the trojan surrepti- tiously is installed and run on the victim system.,1,is installed and run the trojan on the victim system,detect,trojan surrepti- tiousli instal run victim system.,instal run trojan victim system,"['trojan', 'surrepti-', 'tiousli', 'instal', 'run', 'victim', 'system.']","['instal', 'run', 'trojan', 'victim', 'system']"
2715,2715,Capability,like the AxDecrypt.exe decryptor is bound to both the true,1,is bound the AxDecrypt.exe decryptor to the dropper for the Darkhotel Catch.exe Karba Trojan,was specifically targeted and disabled,like axdecrypt.ex decryptor bound true,bound axdecrypt.ex decryptor dropper darkhotel catch.ex karba trojan,"['like', 'axdecrypt.ex', 'decryptor', 'bound', 'true']","['bound', 'axdecrypt.ex', 'decryptor', 'dropper', 'darkhotel', 'catch.ex', 'karba', 'trojan']"
2716,2716,Capability,"the victim system. Catch.exe, detected as Backdoor.Win32.Agent.dgrn, communicates with",1,Backdoor.Win32.Agent.dgrn Catch.exe detected as,added,victim system. catch.ex detect commun,catch.ex detect,"['victim', 'system.', 'catch.ex', 'detect', 'commun']","['catch.ex', 'detect']"
2717,2717,Capability,"of months, exploited systems retrieved downloader executables from web",1,exploited systems retrieved downloader executables from web servers,is,month exploit system retriev download execut web,exploit system retriev download execut web server,"['month', 'exploit', 'system', 'retriev', 'download', 'execut', 'web']","['exploit', 'system', 'retriev', 'download', 'execut', 'web', 'server']"
2718,2718,Capability,The dropped downloader (d8137ded710d83e2339a97ee78494c34) delivered malcode similar to the,1,"The dropped downloader (d8137ded710d83e2339a97ee78494c34) delivered malcode similar to the Information Stealer component functionality summarized below, and detailed in Appendix D",was added,drop download hash-code deliv malcod similar,drop download hash-code deliv malcod similar inform stealer compon function summar detail appendix,"['drop', 'download', 'hash-code', 'deliv', 'malcod', 'similar']","['drop', 'download', 'hash-code', 'deliv', 'malcod', 'similar', 'inform', 'stealer', 'compon', 'function', 'summar', 'detail', 'appendix']"
2719,2719,Capability,allow an attacker to use the certificates fraudulently to,1,an attacker use the certificates fraudulently to perform man­in­the­middle attacks against all Web browser users including users of Internet Explorer,was added,allow attack use certif fraudul,attack use certif fraudul perform man­in­the­middl attack web browser user includ user internet explor,"['allow', 'attack', 'use', 'certif', 'fraudul']","['attack', 'use', 'certif', 'fraudul', 'perform', 'man\xadin\xadthe\xadmiddl', 'attack', 'web', 'browser', 'user', 'includ', 'user', 'internet', 'explor']"
2720,2720,Capability,of this cam- paign was the use of a,1,One of the most interesting components that we discovered as a part of this cam- paign was the use of a digitally­signed advanced keylogger,allowed,thi cam- paign wa use,one interest compon discov part thi cam- paign wa use digitally­sign advanc keylogg,"['thi', 'cam-', 'paign', 'wa', 'use']","['one', 'interest', 'compon', 'discov', 'part', 'thi', 'cam-', 'paign', 'wa', 'use', 'digitally\xadsign', 'advanc', 'keylogg']"
2721,2721,Capability,digital certificate. This keylogger is dropped by code running within,1,This keylogger is dropped by code running within svchost.exe on WinXP SP3,is made,digit certificate. thi keylogg drop code run within,thi keylogg drop code run within svchost.ex winxp sp3,"['digit', 'certificate.', 'thi', 'keylogg', 'drop', 'code', 'run', 'within']","['thi', 'keylogg', 'drop', 'code', 'run', 'within', 'svchost.ex', 'winxp', 'sp3']"
2722,2722,Capability,"and INT 0xff, and retrieves keystroke data directly from",1,"the NDISKPRO.SYS driver retrieves keystroke data directly from port 0x60, the motherboard keyboard con- troller itself",is enabled,int 0xff retriev keystrok data directli,ndiskpro.si driver retriev keystrok data directli port 0x60 motherboard keyboard con- troller,"['int', '0xff', 'retriev', 'keystrok', 'data', 'directli']","['ndiskpro.si', 'driver', 'retriev', 'keystrok', 'data', 'directli', 'port', '0x60', 'motherboard', 'keyboard', 'con-', 'troller']"
2723,2723,Capability,component. This component then encrypts and writes the retrieved,1,This component encrypts the retrieved values ondisk,limit,component. thi compon encrypt write retriev,thi compon encrypt retriev valu ondisk,"['component.', 'thi', 'compon', 'encrypt', 'write', 'retriev']","['thi', 'compon', 'encrypt', 'retriev', 'valu', 'ondisk']"
2724,2724,Capability,"the original dropper, which maintains persistence across reboots with",1,the original dropper maintains persistence across with reboots a simple addition to the HKCU run key,was added,origin dropper maintain persist across reboot,origin dropper maintain persist across reboot simpl addit hkcu run key,"['origin', 'dropper', 'maintain', 'persist', 'across', 'reboot']","['origin', 'dropper', 'maintain', 'persist', 'across', 'reboot', 'simpl', 'addit', 'hkcu', 'run', 'key']"
2725,2725,Capability,intelreports@kaspersky.com This keylogger module encrypts and stores gathered data,1,This keylogger module encrypts gathered data,points,thi keylogg modul encrypt store gather data,thi keylogg modul encrypt gather data,"['thi', 'keylogg', 'modul', 'encrypt', 'store', 'gather', 'data']","['thi', 'keylogg', 'modul', 'encrypt', 'gather', 'data']"
2726,2726,Capability,over time. These tools are dropped by hotel installers spoofing,1,hotel installers These tools are dropped,install,time. tool drop hotel instal spoof,hotel instal tool drop,"['time.', 'tool', 'drop', 'hotel', 'instal', 'spoof']","['hotel', 'instal', 'tool', 'drop']"
2727,2727,Capability,"within torrent bundles, or dropped by exploits or hypertext",1,exploits dropped hotel installers,is invoked,within torrent bundl drop exploit hypertext,exploit drop hotel instal,"['within', 'torrent', 'bundl', 'drop', 'exploit', 'hypertext']","['exploit', 'drop', 'hotel', 'instal']"
2728,2728,Capability,"the keylogger decribed above, are later downloaded to the victim system",1,"one of these implants More advanced tools, like the keylogger decribed above are later downloaded to the victim system",being installed,keylogg decrib abov later download victim system,one implant advanc tool like keylogg decrib abov later download victim system,"['keylogg', 'decrib', 'abov', 'later', 'download', 'victim', 'system']","['one', 'implant', 'advanc', 'tool', 'like', 'keylogg', 'decrib', 'abov', 'later', 'download', 'victim', 'system']"
2729,2729,Capability,dropped these backdoors or downloaded and executed backdoors from,1,word docs downloaded backdoors from remote web servers,is also impersonating,drop backdoor download execut backdoor,word doc download backdoor remot web server,"['drop', 'backdoor', 'download', 'execut', 'backdoor']","['word', 'doc', 'download', 'backdoor', 'remot', 'web', 'server']"
2730,2730,Capability,backdoors or downloaded and executed backdoors from remote web,1,word docs executed backdoors,impersonated,backdoor download execut backdoor remot web,word doc execut backdoor,"['backdoor', 'download', 'execut', 'backdoor', 'remot', 'web']","['word', 'doc', 'execut', 'backdoor']"
2731,2731,Capability,"web servers. These tools pull down the keylog- ger, steal",1,These tools pull down the keylog- ger,is infected,web servers. tool pull keylog- ger steal,tool pull keylog- ger,"['web', 'servers.', 'tool', 'pull', 'keylog-', 'ger', 'steal']","['tool', 'pull', 'keylog-', 'ger']"
2732,2732,Capability,"down the keylog- ger, steal information from the system,",1,These tools steal information from the system,include,keylog- ger steal inform system,tool steal inform system,"['keylog-', 'ger', 'steal', 'inform', 'system']","['tool', 'steal', 'inform', 'system']"
2733,2733,Capability,"from the system, or download other tools. • small",1,These tools download other tools,avoid,system download tools. small,tool download tool,"['system', 'download', 'tools.', 'small']","['tool', 'download', 'tool']"
2734,2734,Capability,WinRar SFX file that drops and starts the module,1,WinRar SFX file drops the module,enumerating,winrar sfx file drop start modul,winrar sfx file drop modul,"['winrar', 'sfx', 'file', 'drop', 'start', 'modul']","['winrar', 'sfx', 'file', 'drop', 'modul']"
2735,2735,Capability,"is also capable of removing some older components, the",1,It removing some older components,be started,also capabl remov older compon,remov older compon,"['also', 'capabl', 'remov', 'older', 'compon']","['remov', 'older', 'compon']"
2736,2736,Capability,the malware. The module adds autorun registry settings to,1,The module adds autorun registry settings to enable an automatic start during system boot,were used,malware. modul add autorun registri set,modul add autorun registri set enabl automat start dure system boot,"['malware.', 'modul', 'add', 'autorun', 'registri', 'set']","['modul', 'add', 'autorun', 'registri', 'set', 'enabl', 'automat', 'start', 'dure', 'system', 'boot']"
2737,2737,Capability,functions of this executable is its unusual delay and,1,One of the most interesting functions of this executable is its unusual delay and persistence,allowed,function thi execut unusu delay,one interest function thi execut unusu delay persist,"['function', 'thi', 'execut', 'unusu', 'delay']","['one', 'interest', 'function', 'thi', 'execut', 'unusu', 'delay', 'persist']"
2738,2738,Capability,"this period, current module backs up and restores access to the system",1,current module backs up and restores access to the system within 6 months,be executed,thi period current modul back restor access system,current modul back restor access system within month,"['thi', 'period', 'current', 'modul', 'back', 'restor', 'access', 'system']","['current', 'modul', 'back', 'restor', 'access', 'system', 'within', 'month']"
2739,2739,Capability,6 months. The component gathers system information and sends,1,The component gathers system information,were,months. compon gather system inform send,compon gather system inform,"['months.', 'compon', 'gather', 'system', 'inform', 'send']","['compon', 'gather', 'system', 'inform']"
2740,2740,Capability,WinRar SFX file that drops and starts the module,1,a WinRar SFX file drops the module,was also observed,winrar sfx file drop start modul,winrar sfx file drop modul,"['winrar', 'sfx', 'file', 'drop', 'start', 'modul']","['winrar', 'sfx', 'file', 'drop', 'modul']"
2741,2741,Capability,the module is to collect various secrets stored on,1,the module collect various secrets stored on a lo- cal system,includes,modul collect variou secret store,modul collect variou secret store lo- cal system,"['modul', 'collect', 'variou', 'secret', 'store']","['modul', 'collect', 'variou', 'secret', 'store', 'lo-', 'cal', 'system']"
2742,2742,Capability,lo- cal system and upload them to Darkhotel command,1,the module Darkhotel command and control servers upload them to,was located,lo- cal system upload darkhotel command,modul darkhotel command control server upload,"['lo-', 'cal', 'system', 'upload', 'darkhotel', 'command']","['modul', 'darkhotel', 'command', 'control', 'server', 'upload']"
2743,2743,Capability,calls that should have complicated the analysis of the,1,a lot of extra calls complicated the analysis of the sample,recovered,call complic analysi,lot extra call complic analysi sampl,"['call', 'complic', 'analysi']","['lot', 'extra', 'call', 'complic', 'analysi', 'sampl']"
2744,2744,Capability,local users. The Trojan collects data about the system,1,The Trojan collects data about the system,breaks down,local users. trojan collect data system,trojan collect data system,"['local', 'users.', 'trojan', 'collect', 'data', 'system']","['trojan', 'collect', 'data', 'system']"
2745,2745,Capability,local users. The Trojan collects data about the system,1,The Trojan collects data about anti­ malware software installed on it,breaks down,local users. trojan collect data system,trojan collect data anti­ malwar softwar instal,"['local', 'users.', 'trojan', 'collect', 'data', 'system']","['trojan', 'collect', 'data', 'anti\xad', 'malwar', 'softwar', 'instal']"
