,Unnamed: 0,label,text-rel,label_num,tokens,text-neigh,token,text-rel-processed,text-neigh-processed,text-rel-tokens,text-neigh-tokens
3214,3214,NoActionName,This component USB infiltrate into via other comput- ers,0,acts,is used to selectively infiltrate into other comput- ers,acts,thi compon usb infiltr via comput- er,use select infiltr comput- er,"['thi', 'compon', 'usb', 'infiltr', 'via', 'comput-', 'er']","['use', 'select', 'infiltr', 'comput-', 'er']"
3215,3215,NoActionName,Every infected file has functionality described in Trojan­Dropper & Injector section,0,acts,overlay. Every infected file has functionality described in Trojan­Dropper,acts,everi infect file ha function describ trojan­dropp injector section,overlay. everi infect file ha function describ trojan­dropp,"['everi', 'infect', 'file', 'ha', 'function', 'describ', 'trojan\xaddropp', 'injector', 'section']","['overlay.', 'everi', 'infect', 'file', 'ha', 'function', 'describ', 'trojan\xaddropp']"
3216,3216,NoActionName,it collect information about the comput- er as commanded,0,embedded,"section, so it can collect information about the comput-",embedded,collect inform comput- er command,section collect inform comput-,"['collect', 'inform', 'comput-', 'er', 'command']","['section', 'collect', 'inform', 'comput-']"
3217,3217,NoActionName,"Almost every backdoor in this set maintains an internal campaign code or id, used in initial c2 communications as described above",0,used,backdoor in this set maintains an internal campaign code,used,almost everi backdoor thi set maintain intern campaign code id use initi c2 commun describ abov,backdoor thi set maintain intern campaign code,"['almost', 'everi', 'backdoor', 'thi', 'set', 'maintain', 'intern', 'campaign', 'code', 'id', 'use', 'initi', 'c2', 'commun', 'describ', 'abov']","['backdoor', 'thi', 'set', 'maintain', 'intern', 'campaign', 'code']"
3218,3218,NoActionName,the operators build up new command and control serv- ers,0,use,the operators very actively build up new command and control,use,oper build new command control serv- er,oper veri activ build new command control,"['oper', 'build', 'new', 'command', 'control', 'serv-', 'er']","['oper', 'veri', 'activ', 'build', 'new', 'command', 'control']"
3219,3219,NoActionName,Many of these c2s maintain a common directory path that serves a ddrlog,0,crafted,Many of these c2s maintain a common directory path,crafted,mani c2 maintain common directori path serv ddrlog,mani c2 maintain common directori path,"['mani', 'c2', 'maintain', 'common', 'directori', 'path', 'serv', 'ddrlog']","['mani', 'c2', 'maintain', 'common', 'directori', 'path']"
3220,3220,NoActionName,The Darkhotel c2 maintain these directory structures to store and serve ddrlog content,0,spoofed,D. The Darkhotel c2 maintain these directory structures to,spoofed,darkhotel c2 maintain directori structur store serv ddrlog content,d. darkhotel c2 maintain directori structur,"['darkhotel', 'c2', 'maintain', 'directori', 'structur', 'store', 'serv', 'ddrlog', 'content']","['d.', 'darkhotel', 'c2', 'maintain', 'directori', 'structur']"
3221,3221,NoActionName,The group encrypts victim data on with their servers single user/passkey combi- nations across multiple victims,0,triggering,/patch/error ­ddrlog The group encrypts victim data on their,triggering,group encrypt victim data server singl system-path  combi- nation across multipl victim,system-path  ­ddrlog group encrypt victim data,"['group', 'encrypt', 'victim', 'data', 'server', 'singl', 'system-path', 'combi-', 'nation', 'across', 'multipl', 'victim']","['system-path', '\xadddrlog', 'group', 'encrypt', 'victim', 'data']"
3222,3222,NoActionName,New victim systems be systematically vetted,0,conducted,victim systems appear to be systematically vetted The attackers maintain a,conducted,new victim system systemat vet,victim system appear systemat vet attack maintain,"['new', 'victim', 'system', 'systemat', 'vet']","['victim', 'system', 'appear', 'systemat', 'vet', 'attack', 'maintain']"
3223,3223,NoActionName,The attackers maintain a web interface to vet these new victim systems,0,stolen,systematically vetted. The attackers maintain a web interface to,stolen,attack maintain web interfac vet new victim system,systemat vetted. attack maintain web interfac,"['attack', 'maintain', 'web', 'interfac', 'vet', 'new', 'victim', 'system']","['systemat', 'vetted.', 'attack', 'maintain', 'web', 'interfac']"
3224,3224,NoActionName,The attackers list and sort victim systems according to their latest c2 check­in,0,were infecting,attackers first and foremost list and sort victim systems according to,were infecting,attack list sort victim system accord latest c2 check­in,attack first foremost list sort victim system accord,"['attack', 'list', 'sort', 'victim', 'system', 'accord', 'latest', 'c2', 'check\xadin']","['attack', 'first', 'foremost', 'list', 'sort', 'victim', 'system', 'accord']"
3225,3225,NoActionName,botnet style operations DDoS attacks launching on hostile parties,0,is using,other tasks such as launching DDoS attacks on hostile,is using,botnet style oper ddo attack launch hostil parti,task launch ddo attack hostil,"['botnet', 'style', 'oper', 'ddo', 'attack', 'launch', 'hostil', 'parti']","['task', 'launch', 'ddo', 'attack', 'hostil']"
3226,3226,NoActionName,are used botnet style operations for massive surveillance,0,use,and botnet style operations are used for massive surveillance or,use,use botnet style oper massiv surveil,botnet style oper use massiv surveil,"['use', 'botnet', 'style', 'oper', 'massiv', 'surveil']","['botnet', 'style', 'oper', 'use', 'massiv', 'surveil']"
3227,3227,NoActionName,botnet style operations upgrading victims to more sophisticated espionage tools,0,launched,hostile parties or simply upgrading victims to more sophisticated,launched,botnet style oper upgrad victim sophist espionag tool,hostil parti simpli upgrad victim sophist,"['botnet', 'style', 'oper', 'upgrad', 'victim', 'sophist', 'espionag', 'tool']","['hostil', 'parti', 'simpli', 'upgrad', 'victim', 'sophist']"
3228,3228,NoActionName,targeted attacks compromise high profile victims,0,been using,attacks are used to compromise high profile victims and,been using,target attack compromis high profil victim,attack use compromis high profil victim,"['target', 'attack', 'compromis', 'high', 'profil', 'victim']","['attack', 'use', 'compromis', 'high', 'profil', 'victim']"
3229,3229,NoActionName,The attackers establish one or several permanent backdoors into the environment,0,been scanned,the company’s network and establish one or several permanent,been scanned,attack establish one sever perman backdoor environ,compani network establish one sever perman,"['attack', 'establish', 'one', 'sever', 'perman', 'backdoor', 'environ']","['compani', 'network', 'establish', 'one', 'sever', 'perman']"
3230,3230,NoActionName,The attackers rely on spear phishing and drive-by downloads,0,been scanned,environment. The attackers mostly rely on two techniques here,been scanned,attack reli spear phish drive-bi download,environment. attack mostli reli two techniqu,"['attack', 'reli', 'spear', 'phish', 'drive-bi', 'download']","['environment.', 'attack', 'mostli', 'reli', 'two', 'techniqu']"
3231,3231,NoActionName,Spear phishing be described as targeted e-mail phishing,0,collect,downloads. Spear phishing can be described as targeted e-mail phishing.,collect,spear phish describ target e-mail phish,downloads. spear phish describ target e-mail phishing.,"['spear', 'phish', 'describ', 'target', 'e-mail', 'phish']","['downloads.', 'spear', 'phish', 'describ', 'target', 'e-mail', 'phishing.']"
3232,3232,NoActionName,attackers In send very few e-mails to a spear phishing scheme targeted people,0,collected,"spear phishing scheme, attackers send very few e-mails to",collected,attack send veri e-mail spear phish scheme target peopl,spear phish scheme attack send veri e-mail,"['attack', 'send', 'veri', 'e-mail', 'spear', 'phish', 'scheme', 'target', 'peopl']","['spear', 'phish', 'scheme', 'attack', 'send', 'veri', 'e-mail']"
3233,3233,NoActionName,they click on a link leading to drive-by download of a malware,0,get,so that they will click on a link leading,get,click link lead drive-bi download malwar,click link lead,"['click', 'link', 'lead', 'drive-bi', 'download', 'malwar']","['click', 'link', 'lead']"
3234,3234,NoActionName,they open an attached file which will infect their computer,0,Running,"of a malware, or open an attached file which",Running,open attach file infect comput,malwar open attach file,"['open', 'attach', 'file', 'infect', 'comput']","['malwar', 'open', 'attach', 'file']"
3235,3235,NoActionName,target the right victim,0,collect,The trick is to target the right victim and,collect,target right victim,trick target right victim,"['target', 'right', 'victim']","['trick', 'target', 'right', 'victim']"
3236,3236,NoActionName,provide it with the right content,0,find,the right victim and provide it with the right,find,provid right content,right victim provid right,"['provid', 'right', 'content']","['right', 'victim', 'provid', 'right']"
3237,3237,NoActionName,Some groups of attackers use watering hole techniques to successfully compromise their targets,0,use,groups of attackers also use watering hole techniques to,use,group attack use water hole techniqu success compromis target,group attack also use water hole techniqu,"['group', 'attack', 'use', 'water', 'hole', 'techniqu', 'success', 'compromis', 'target']","['group', 'attack', 'also', 'use', 'water', 'hole', 'techniqu']"
3238,3238,NoActionName,"attackers To compromise the website of a third party, generally a supplier of the target, which is typically visited by a specific group of professionals and very likely by the target build a watering hole attack",0,infecting,"hole attack, attackers do compromise the website of a",infecting,attack compromis websit third parti gener supplier target typic visit specif group profession veri like target build water hole attack,hole attack attack compromis websit,"['attack', 'compromis', 'websit', 'third', 'parti', 'gener', 'supplier', 'target', 'typic', 'visit', 'specif', 'group', 'profession', 'veri', 'like', 'target', 'build', 'water', 'hole', 'attack']","['hole', 'attack', 'attack', 'compromis', 'websit']"
3239,3239,NoActionName,Every visitor of the compromised third party is then infected,0,exploiting,the compromised third party is then infected The method has one,exploiting,everi visitor compromis third parti infect,compromis third parti infect method ha one,"['everi', 'visitor', 'compromis', 'third', 'parti', 'infect']","['compromis', 'third', 'parti', 'infect', 'method', 'ha', 'one']"
3240,3240,NoActionName,compromise visitors coming from the target IP ranges,0,embedding,infecting script to only compromise visitors coming from the,embedding,compromis visitor come target ip rang,infect script onli compromis visitor come,"['compromis', 'visitor', 'come', 'target', 'ip', 'rang']","['infect', 'script', 'onli', 'compromis', 'visitor', 'come']"
3241,3241,NoActionName,Attackers gained access to one or several machines inside the target’s corporate network,0,spreading,& LATERAL Attackers have gained access to one or,spreading,attack gain access one sever machin insid target corpor network,later attack gain access one,"['attack', 'gain', 'access', 'one', 'sever', 'machin', 'insid', 'target', 'corpor', 'network']","['later', 'attack', 'gain', 'access', 'one']"
3242,3242,NoActionName,They install several different backdoors in order to be able to always access the network,0,infects,network. They need to install several different backdoors in,infects,instal sever differ backdoor order abl alway access network,network. need instal sever differ backdoor,"['instal', 'sever', 'differ', 'backdoor', 'order', 'abl', 'alway', 'access', 'network']","['network.', 'need', 'instal', 'sever', 'differ', 'backdoor']"
3243,3243,NoActionName,they looking for intellectual property (or anything else they want to know or steal) in alignment with predefined mission objectives,0,dropping,"enough access, they start looking for two things: intellectual",dropping,look intellectu properti anyth els want know steal align predefin mission object,enough access start look two things: intellectu,"['look', 'intellectu', 'properti', 'anyth', 'els', 'want', 'know', 'steal', 'align', 'predefin', 'mission', 'object']","['enough', 'access', 'start', 'look', 'two', 'things:', 'intellectu']"
3244,3244,NoActionName,they looking for a means of privilege escalation to facilitate lateral movement within the compromised environment,0,executing,"enough access, they start looking for two things: intellectual",executing,look mean privileg escal facilit later movement within compromis environ,enough access start look two things: intellectu,"['look', 'mean', 'privileg', 'escal', 'facilit', 'later', 'movement', 'within', 'compromis', 'environ']","['enough', 'access', 'start', 'look', 'two', 'things:', 'intellectu']"
3245,3245,NoActionName,the attackers gain domain administrator privileges,0,drops,long before the attackers gain domain administrator privileges and,drops,attack gain domain administr privileg,long befor attack gain domain administr privileg,"['attack', 'gain', 'domain', 'administr', 'privileg']","['long', 'befor', 'attack', 'gain', 'domain', 'administr', 'privileg']"
3246,3246,NoActionName,the attackers dump all the Active Directory content,0,initiates,domain administrator privileges and dump all the Active Directory,initiates,attack dump activ directori content,domain administr privileg dump activ directori,"['attack', 'dump', 'activ', 'directori', 'content']","['domain', 'administr', 'privileg', 'dump', 'activ', 'directori']"
3247,3247,NoActionName,Data exfiltration is the last step,0,check,of the Data exfiltration is the last step before,check,data exfiltr last step,data exfiltr last step befor,"['data', 'exfiltr', 'last', 'step']","['data', 'exfiltr', 'last', 'step', 'befor']"
3248,3248,NoActionName,are then sent archive files containing the content they want to exfiltrate,0,communicates,"want to exfiltrate, which are then sent to the attackers by",communicates,sent archiv file contain content want exfiltr,want exfiltr sent attack,"['sent', 'archiv', 'file', 'contain', 'content', 'want', 'exfiltr']","['want', 'exfiltr', 'sent', 'attack']"
3249,3249,NoActionName,The attackers stealing more information,0,used,stage and generally keep stealing more information and stay,used,attack steal inform,stage gener keep steal inform stay,"['attack', 'steal', 'inform']","['stage', 'gener', 'keep', 'steal', 'inform', 'stay']"
3250,3250,NoActionName,The attackers stay inside for the network more data gathering,0,is,stealing more information and stay inside the network for,is,attack stay insid network data gather,steal inform stay insid network,"['attack', 'stay', 'insid', 'network', 'data', 'gather']","['steal', 'inform', 'stay', 'insid', 'network']"
3251,3251,NoActionName,this malware sample leading to a command & control (c&c) server still in activity,0,is used,"sample in June 2014, leading to a command &",is used,thi malwar sampl lead command control c&c server still activ,sampl june  lead command,"['thi', 'malwar', 'sampl', 'lead', 'command', 'control', 'c&c', 'server', 'still', 'activ']","['sampl', 'june', 'lead', 'command']"
3252,3252,NoActionName,This one infect workstations,0,send,"by the group to infect workstations, collect system information,",send,thi one infect workstat,group infect workstat collect system inform,"['thi', 'one', 'infect', 'workstat']","['group', 'infect', 'workstat', 'collect', 'system', 'inform']"
3253,3253,NoActionName,This one collect system information,0,download,"group to infect workstations, collect system information, and install",download,thi one collect system inform,group infect workstat collect system inform instal,"['thi', 'one', 'collect', 'system', 'inform']","['group', 'infect', 'workstat', 'collect', 'system', 'inform', 'instal']"
3254,3254,NoActionName,This one install more malware on the infected computer,0,execute,"collect system information, and install more malware on the",execute,thi one instal malwar infect comput,collect system inform instal malwar,"['thi', 'one', 'instal', 'malwar', 'infect', 'comput']","['collect', 'system', 'inform', 'instal', 'malwar']"
3255,3255,NoActionName,It acts as a first stage downloader,0,sent,the infected computer. It acts as a first stage,sent,act first stage download,infect computer. act first stage,"['act', 'first', 'stage', 'download']","['infect', 'computer.', 'act', 'first', 'stage']"
3256,3256,NoActionName,It acts as system data collector,0,is encrypted,the infected computer. It acts as a first stage,is encrypted,act system data collector,infect computer. act first stage,"['act', 'system', 'data', 'collector']","['infect', 'computer.', 'act', 'first', 'stage']"
3257,3257,NoActionName,It Microsoft Office documents embedded in,0,collected,"Pitty Tiger campaigns, generally embedded in Microsoft Office documents.",collected,microsoft offic document embed,pitti tiger campaign gener embed microsoft offic documents.,"['microsoft', 'offic', 'document', 'embed']","['pitti', 'tiger', 'campaign', 'gener', 'embed', 'microsoft', 'offic', 'documents.']"
3258,3258,NoActionName,this group of attackers used three c&c servers,0,shows,from three c&c servers used by this group of,shows,thi group attack use three c&c server,three c&c server use thi group,"['thi', 'group', 'attack', 'use', 'three', 'c&c', 'server']","['three', 'c&c', 'server', 'use', 'thi', 'group']"
3259,3259,NoActionName,Pitty Tiger use spear phishing e-mails extensively in order to gain an initial foothold within the targeted environment,0,shows,"most other APT groups, use spear phishing e-mails extensively",shows,pitti tiger use spear phish e-mail extens order gain initi foothold within target environ,apt group use spear phish e-mail extens,"['pitti', 'tiger', 'use', 'spear', 'phish', 'e-mail', 'extens', 'order', 'gain', 'initi', 'foothold', 'within', 'target', 'environ']","['apt', 'group', 'use', 'spear', 'phish', 'e-mail', 'extens']"
3260,3260,NoActionName,the attackers crafted a spear phishing e-mail,0,been transferred,a spear phishing e-mail crafted by the attackers. This,been transferred,attack craft spear phish e-mail,spear phish e-mail craft attackers. thi,"['attack', 'craft', 'spear', 'phish', 'e-mail']","['spear', 'phish', 'e-mail', 'craft', 'attackers.', 'thi']"
3261,3261,NoActionName,This e-mail spoofed the identity of an employee of a targeted company,0,sending,the attackers. This e-mail spoofed the identity of an,sending,thi e-mail spoof ident employe target compani,attackers. thi e-mail spoof ident,"['thi', 'e-mail', 'spoof', 'ident', 'employe', 'target', 'compani']","['attackers.', 'thi', 'e-mail', 'spoof', 'ident']"
3262,3262,NoActionName,a Microsoft Office Word document CVE-2014-1761 triggering to infect the computer it is sent to,0,drops,Microsoft Office Word document triggering CVE-2014-1761 to infect the,drops,microsoft offic word document cve-2014-1761 trigger infect comput sent,microsoft offic word document trigger cve-2014-1761 infect,"['microsoft', 'offic', 'word', 'document', 'cve-2014-1761', 'trigger', 'infect', 'comput', 'sent']","['microsoft', 'offic', 'word', 'document', 'trigger', 'cve-2014-1761', 'infect']"
3263,3263,NoActionName,the group conducted more advanced spear phishing campaigns,0,drops,suppose the group has conducted more advanced spear phishing,drops,group conduct advanc spear phish campaign,suppos group ha conduct advanc spear phish,"['group', 'conduct', 'advanc', 'spear', 'phish', 'campaign']","['suppos', 'group', 'ha', 'conduct', 'advanc', 'spear', 'phish']"
3264,3264,NoActionName,stolen from content victims of the group,0,is achieved,Word documents showing content stolen from victims of the,is achieved,stolen content victim group,word document show content stolen victim,"['stolen', 'content', 'victim', 'group']","['word', 'document', 'show', 'content', 'stolen', 'victim']"
3265,3265,NoActionName,These documents Troj/ReRol.A malware were infecting the system with,0,injects,the group. These documents were infecting the system with Troj/ReRol.A,injects,document system-path  malwar infect system,group. document infect system system-path ,"['document', 'system-path', 'malwar', 'infect', 'system']","['group.', 'document', 'infect', 'system', 'system-path']"
3266,3266,NoActionName,the Pitty Tiger group is using stolen material as spear phishing content,0,is created,the Pitty Tiger group is using stolen material as spear,is created,pitti tiger group use stolen materi spear phish content,pitti tiger group use stolen materi spear,"['pitti', 'tiger', 'group', 'use', 'stolen', 'materi', 'spear', 'phish', 'content']","['pitti', 'tiger', 'group', 'use', 'stolen', 'materi', 'spear']"
3267,3267,NoActionName,Pitty Tiger use fake Microsoft Office Excel content,0,sending,Tiger also seem to use fake Microsoft Office Excel,sending,pitti tiger use fake microsoft offic excel content,tiger also seem use fake microsoft offic excel,"['pitti', 'tiger', 'use', 'fake', 'microsoft', 'offic', 'excel', 'content']","['tiger', 'also', 'seem', 'use', 'fake', 'microsoft', 'offic', 'excel']"
3268,3268,NoActionName,launched vulnerability scanning from straight to one c&c server the targets,0,is,record several vulnerability scanning launched from one c&c server,is,launch vulner scan straight one c&c server target,record sever vulner scan launch one c&c server,"['launch', 'vulner', 'scan', 'straight', 'one', 'c&c', 'server', 'target']","['record', 'sever', 'vulner', 'scan', 'launch', 'one', 'c&c', 'server']"
3269,3269,NoActionName,The attackers been using different vulnerability scanners aimed at their targets,0,sent,targets. The attackers have been using different vulnerability scanners aimed,sent,attack use differ vulner scanner aim target,targets. attack use differ vulner scanner aim,"['attack', 'use', 'differ', 'vulner', 'scanner', 'aim', 'target']","['targets.', 'attack', 'use', 'differ', 'vulner', 'scanner', 'aim']"
3270,3270,NoActionName,been scanned some targets with generic vulnerability scanning tools like HScan or Fluxay and port scanners like Nmap,0,is simply encoded,While some targets have been scanned with generic vulnerability scanning,is simply encoded,scan target gener vulner scan tool like hscan fluxay port scanner like nmap,target scan gener vulner scan,"['scan', 'target', 'gener', 'vulner', 'scan', 'tool', 'like', 'hscan', 'fluxay', 'port', 'scanner', 'like', 'nmap']","['target', 'scan', 'gener', 'vulner', 'scan']"
3271,3271,NoActionName,"been scanned some other targets for very specific vulnerabilities, like a ZyWALL vulnerability or a FORTINET product",0,configured,"some other targets have been scanned for very specific vulnerabilities,",configured,scan target veri specif vulner like zywal vulner fortinet product,target scan veri specif vulner,"['scan', 'target', 'veri', 'specif', 'vulner', 'like', 'zywal', 'vulner', 'fortinet', 'product']","['target', 'scan', 'veri', 'specif', 'vulner']"
3272,3272,NoActionName,attackers collect data from chunks of memory from the targeted machine,0,are implemented,OpenSSL allows attackers to collect data from chunks of,are implemented,attack collect data chunk memori target machin,openssl allow attack collect data chunk,"['attack', 'collect', 'data', 'chunk', 'memori', 'target', 'machin']","['openssl', 'allow', 'attack', 'collect', 'data', 'chunk']"
3273,3273,NoActionName,the Pitty Tiger group collected information on some of their targets by exploiting the HeartBleed bug,0,is often used,Tiger group has successfully collected information on some of,is often used,pitti tiger group collect inform target exploit heartble bug,tiger group ha success collect inform,"['pitti', 'tiger', 'group', 'collect', 'inform', 'target', 'exploit', 'heartble', 'bug']","['tiger', 'group', 'ha', 'success', 'collect', 'inform']"
3274,3274,NoActionName,the Pitty Tiger group get admin credentials from at least one target,0,are implemented,Pitty Tiger group to get admin credentials from at,are implemented,pitti tiger group get admin credenti least one target,pitti tiger group get admin credenti,"['pitti', 'tiger', 'group', 'get', 'admin', 'credenti', 'least', 'one', 'target']","['pitti', 'tiger', 'group', 'get', 'admin', 'credenti']"
3275,3275,NoActionName,Running automated vulnerability scanners on whole ranges of IP addresses used by the targets several domains,0,drops,The Eye of the Running automated vulnerability scanners on,drops,run autom vulner scanner whole rang ip address use target sever domain,eye run autom vulner scanner,"['run', 'autom', 'vulner', 'scanner', 'whole', 'rang', 'ip', 'address', 'use', 'target', 'sever', 'domain']","['eye', 'run', 'autom', 'vulner', 'scanner']"
3276,3276,NoActionName,collect information,0,inject,very noisy way to collect information and find server,inject,collect inform,veri noisi way collect inform find server,"['collect', 'inform']","['veri', 'noisi', 'way', 'collect', 'inform', 'find', 'server']"
3277,3277,NoActionName,find server vulnerabilities,0,is achieved,to collect information and find server vulnerabilities. We would,is achieved,find server vulner,collect inform find server vulnerabilities. would,"['find', 'server', 'vulner']","['collect', 'inform', 'find', 'server', 'vulnerabilities.', 'would']"
3278,3278,NoActionName,the Pitty Tiger group use a Microsoft Office Word document which exploits a specific vulnerability to infect users,0,sends,infect users is to use a Microsoft Office Word,sends,pitti tiger group use microsoft offic word document exploit specif vulner infect user,infect user use microsoft offic word,"['pitti', 'tiger', 'group', 'use', 'microsoft', 'offic', 'word', 'document', 'exploit', 'specif', 'vulner', 'infect', 'user']","['infect', 'user', 'use', 'microsoft', 'offic', 'word']"
3279,3279,NoActionName,The payload infecting the system,0,is performed,specific vulnerability. The payload infecting the system is malware,is performed,payload infect system,specif vulnerability. payload infect system malwar,"['payload', 'infect', 'system']","['specif', 'vulnerability.', 'payload', 'infect', 'system', 'malwar']"
3280,3280,NoActionName,"one such document used by that group of attacker CVE- 2012-0158, an old critical vulnerability impacting Microsoft Office and corrected by Microsoft’s MS12-027 fix in April 2012 exploiting",0,is sent,"that group of attacker, exploiting CVE- 2012-0158, an old",is sent,one document use group attack cve- -0158 old critic vulner impact microsoft offic correct microsoft ms12-027 fix april  exploit,group attack exploit cve- 2012-0158 old,"['one', 'document', 'use', 'group', 'attack', 'cve-', '-0158', 'old', 'critic', 'vulner', 'impact', 'microsoft', 'offic', 'correct', 'microsoft', 'ms12-027', 'fix', 'april', 'exploit']","['group', 'attack', 'exploit', 'cve-', '2012-0158', 'old']"
3281,3281,NoActionName,one RTF document CVE-2014-1761 embedding,0,contains,"found one RTF document embedding CVE-2014-1761, which is a",contains,one rtf document cve-2014-1761 embed,found one rtf document embed cve-2014-1761,"['one', 'rtf', 'document', 'cve-2014-1761', 'embed']","['found', 'one', 'rtf', 'document', 'embed', 'cve-2014-1761']"
3282,3282,NoActionName,several different documents spreading this malware by triggering CVE-2012-0158 vulnerability,0,contains,discovered several different documents spreading this malware by triggering,contains,sever differ document spread thi malwar trigger cve-2012-0158 vulner,discov sever differ document spread thi malwar trigger,"['sever', 'differ', 'document', 'spread', 'thi', 'malwar', 'trigger', 'cve-2012-0158', 'vulner']","['discov', 'sever', 'differ', 'document', 'spread', 'thi', 'malwar', 'trigger']"
3283,3283,NoActionName,the exploit infects the host,0,contains,"successfully triggered, the exploit infects the host by dropping",contains,exploit infect host,success trigger exploit infect host drop,"['exploit', 'infect', 'host']","['success', 'trigger', 'exploit', 'infect', 'host', 'drop']"
3284,3284,NoActionName,the exploit dropping a file named svohost.exe in the temporary folder of the currently logged-in user,0,contains,infects the host by dropping and executing a file,contains,exploit drop file name svohost.ex temporari folder current logged-in user,infect host drop execut file,"['exploit', 'drop', 'file', 'name', 'svohost.ex', 'temporari', 'folder', 'current', 'logged-in', 'user']","['infect', 'host', 'drop', 'execut', 'file']"
3285,3285,NoActionName,The malware check for connectivity,0,receive,"communication to time.windows.com to check for connectivity, and then",receive,malwar check connect,commun  com-file check connect,"['malwar', 'check', 'connect']","['commun', 'com-file', 'check', 'connect']"
3286,3286,NoActionName,the malware The persistence mechanism used,0,communicates,(compatible;) The persistence mechanism used by the malware is,communicates,malwar persist mechan use,compatible; persist mechan use malwar,"['malwar', 'persist', 'mechan', 'use']","['compatible;', 'persist', 'mechan', 'use', 'malwar']"
3287,3287,NoActionName,The payload of this malware is used to collect information on the newly infected host,0,used,payload of this malware is used to collect information on,used,payload thi malwar use collect inform newli infect host,payload thi malwar use collect inform,"['payload', 'thi', 'malwar', 'use', 'collect', 'inform', 'newli', 'infect', 'host']","['payload', 'thi', 'malwar', 'use', 'collect', 'inform']"
3288,3288,NoActionName,RC4 The data following the header is encrypted using with the previous key,0,is dropped,data following the header is encrypted using RC4 with the,is dropped,rc4 data follow header encrypt use previou key,data follow header encrypt use rc4,"['rc4', 'data', 'follow', 'header', 'encrypt', 'use', 'previou', 'key']","['data', 'follow', 'header', 'encrypt', 'use', 'rc4']"
3289,3289,NoActionName,the malware collected information,0,is also copied,of communication showing information collected by the malware: HostName,is also copied,malwar collect inform,commun show inform collect malware: hostnam,"['malwar', 'collect', 'inform']","['commun', 'show', 'inform', 'collect', 'malware:', 'hostnam']"
3290,3290,NoActionName,it shows all software installed on the system,0,injects,for an attacker: it shows all software installed on,injects,show softwar instal system,attacker: show softwar instal,"['show', 'softwar', 'instal', 'system']","['attacker:', 'show', 'softwar', 'instal']"
3291,3291,NoActionName,it sending additional malware to execute on the machine,0,is achieved,"server, it responds by sending additional malware to execute",is achieved,send addit malwar execut machin,server respond send addit malwar execut,"['send', 'addit', 'malwar', 'execut', 'machin']","['server', 'respond', 'send', 'addit', 'malwar', 'execut']"
3292,3292,NoActionName,The binary drops two files in C:\Windows\System32,0,embeds,the PittyTiger The binary drops two files in C:\Windows\System32:,embeds,binari drop two file system-path ,pittytig binari drop two file system-path ,"['binari', 'drop', 'two', 'file', 'system-path']","['pittytig', 'binari', 'drop', 'two', 'file', 'system-path']"
3293,3293,NoActionName,It drops the packet64.dll,0,resolving,"the original binary. It drops the packet64.dll, and injects",resolving,drop packet64.dl,origin binary. drop packet64.dl inject,"['drop', 'packet64.dl']","['origin', 'binary.', 'drop', 'packet64.dl', 'inject']"
3294,3294,NoActionName,it sending its Hello packet to its c&c server,0,sends,"being injected, it starts sending its Hello packet to",sends,send hello packet c&c server,inject start send hello packet,"['send', 'hello', 'packet', 'c&c', 'server']","['inject', 'start', 'send', 'hello', 'packet']"
3295,3295,NoActionName,The data sent is simply encoded using base64,0,are used,"id. The data sent is simply encoded using base64, there is",are used,data sent simpli encod use base64,id. data sent simpli encod use base64,"['data', 'sent', 'simpli', 'encod', 'use', 'base64']","['id.', 'data', 'sent', 'simpli', 'encod', 'use', 'base64']"
3296,3296,NoActionName,Our sample configured 3 c&c servers,0,is then sent,had 3 c&c servers configured - jackyandy.avstore.com.tw:80 - chanxe.avstore.com.tw:443,is then sent,sampl configur c&c server,c&c server configur,"['sampl', 'configur', 'c&c', 'server']","['c&c', 'server', 'configur']"
3297,3297,NoActionName,The following commands are implemented,0,sends,newb02.skypetm.com.tw:80 The following commands are implemented - File Download (get),sends,follow command implement,follow command implement file download get,"['follow', 'command', 'implement']","['follow', 'command', 'implement', 'file', 'download', 'get']"
3298,3298,NoActionName,the Pitty Tiger group This remote administration tool is often used,0,retrieve,This remote administration tool is often used by the Pitty Tiger,retrieve,pitti tiger group thi remot administr tool often use,thi remot administr tool often use pitti tiger,"['pitti', 'tiger', 'group', 'thi', 'remot', 'administr', 'tool', 'often', 'use']","['thi', 'remot', 'administr', 'tool', 'often', 'use', 'pitti', 'tiger']"
3299,3299,NoActionName,are implemented the same commands in both RATs,0,are used,"Moreover, the same commands are implemented in both RATs. Unsurprisingly,",are used,implement command rat,moreov command implement rats. unsurprisingli,"['implement', 'command', 'rat']","['moreov', 'command', 'implement', 'rats.', 'unsurprisingli']"
3300,3300,NoActionName,The binary drops two files in C:\Program Files\Internet Explorer,0,send,the CT The binary drops two files in C:\Program,send,binari drop two file system-path  system-path  explor,ct binari drop two file system-path ,"['binari', 'drop', 'two', 'file', 'system-path', 'system-path', 'explor']","['ct', 'binari', 'drop', 'two', 'file', 'system-path']"
3301,3301,NoActionName,HTTP requests The RAT communication is performed through,0,represents,& The RAT communication is performed through HTTP requests. The,represents,http request rat commun perform,rat commun perform http requests.,"['http', 'request', 'rat', 'commun', 'perform']","['rat', 'commun', 'perform', 'http', 'requests.']"
