,text-rel,token,ActionName,Capability
2788,WndTest installs as a service,installs,Other,-
2789,WndTest Adobe Report Service impersonate,impersonate,-,infection_propagation
2790,WndTest PHP servers using for its command and control server,using,-,command_and_control
2791,wndTest communicate with the following servers,communicate,-,command_and_control
2792,Csext is a backdoor application developed in C#,is,-,other
2793,Csext runs as a service,runs,Other,-
2794,This configuration executes zhCat,executes,File,-
2795,zhCat TCP port 443 XORed communication connect back to with using on srv01.microsoftwindowsupdate(dot)net (a deceptive domain owned by this group with falsified Whois data attributing to Microsoft Investor Relations) the HTTP protocol,connect,Network,command_and_control
2796,This zhCat instance is running cmd.exe,is running,File,-
2797,making it a reverse connecting shell,making,-,other
2798,taskkill This command is killed a 00:35,is killed,Other,-
2799,the attackers regain access to a compromised network if they ever lose access,regain,-,other
2800,Csext has email functionality similar to TinyZBot,has,Network,-
2801,This email functionality exfiltrate the results of commands from the command file which can also include requests like gathering user information,exfiltrate,Network,other
2802,Csext communicate with the following servers,communicate,-,command_and_control
2803,obfuscated it to evade static analysis,obfuscated,-,other
2804,it builds its own runtime import table to hinder the analysis,builds,-,other
2805,it connecting to webdav.cloudme.com,connecting,-,command_and_control
2806,Malware communicate with the user account created at the WebDAV C&C,communicate,-,command_and_control
2807,Malware exfiltrate system,exfiltrate,-,other
2808,Malware exfiltrate user information,exfiltrate,-,other
2809,the malware uses a number of RATs,uses,-,other
2810,the malware control its victims,control,-,other
2811,the malware track their activity,track,-,other
2812,Stolen data packed,packed,-,other
2813,HTTP random ports Stolen data sent over,sent,-,other
2814,The malware modifying commonplace registry entries,modifying,Other,-
2815,delivered the malware,delivered,-,infection_propagation
2816,sent a highly targeted attack to an e-mail address belonging to RSS,sent,-,infection_propagation
2817,custom malware beaconed its IP address to an e-mail account under the attacker’s control,beaconed,Network,other
2818,custom malware profiled the victim’s computer,profiled,-,other
2819,The attack took the form of an unsolicited e-mail containing a download link to a decoy file,took,-,infection_propagation
2820,RSS The unsolicited message below was sent to at from the end of November 2014 a Gmail email address,was sent,-,infection_propagation
2821,the attacker social engineer the identity of individuals working with RSS,social engineer,-,infection_propagation
2822,"The custom malware used in this attack infects a user who views the decoy slideshow,",infects,-,infection_propagation
2823,The custom malware used in this attack beacons home with the IP address of the victim’s computer,beacons,Network,other
2824,The custom malware used in this attack beacons home with each details about his or her system time the computer restarts,beacons,-,other
2825,it identifying and locating a target,identifying and locating,-,other
2826,the malware sends data captured by the malware to an e-mail address,sends,Network,other
2827,the slideshow.zip file When writes several files opened,writes,File,-
2828,the slideshow.zip file When executes several files opened,executes,File,-
2829,When are deleted both AdobeR1.exe and pictures.exe the slideshow is closed,are deleted,File,other
2830,The AdobeR1 file writes a series of executable files,writes,File,-
2831,a series of executable files perform information collection,perform,-,other
2832,a series of executable files perform communication,perform,-,command_and_control
2833,The program sequence of data collection and sending is somewhat unusual,is,-,other
2834,the program nvidrv adds itself to autorun,adds,Other,-
2835,It creates a series of registry keys that the individual programs use to communicate,creates,Other,-
2836,left in markers the registry,left,Other,-
2837,programs using them,using,Other,-
2838,It GooglUpd runs,runs,Other,-
2839,GooglUpd cleans up the program files if they exist,cleans up,File,other
2840,It AdbrRader runs,runs,Other,-
2841,AdbrRader writes the file vgadmysadm.tmp with the name of another registry key 2 with startup info,writes,File,-
2842,nvidrv runs svhosts,runs,Other,-
2843,svhosts Internet connectivity tests,tests,-,other
2844,svhosts doing a DNS query for windowsupdate.microsoft.com,doing,Other,-
2845,It runs rundl132 if it has not before,runs,Other,-
2846,It checking whether registry key name 6 is present,checking,Other,-
2847,It sets the key to 0,sets,Other,-
2848,It runs it,runs,Other,-
2849,rundl132.exe performs an HTTP GET request to myexternalip.com,performs,Other,-
2850,rundl132.exe collects the external IP of the infected machine,collects,Other,other
2851,rundl132 writes the external IP,writes,File,other
2852,rundl132 AdobeIns runs,runs,Other,-
2853,AdobeIns zips the contents of the win32.tmp folder,zips,-,other
2854,"Program AdobeIns.exe zips them in an encrypted, password- protected file",zips,-,other
2855,Data is transmitted by to e-mail an account presumably controlled by the attacker,is transmitted,Network,other
2856,The malware sends an e-mail to the same inbox,sends,Network,other
2857,AdobeIns connects to at via using an account the online e-mail provider inbox.com smtp hardcoded credentials,connects,Network,-
2858,dropped markers in the Registry,dropped,Other,-
2859,The malware sends an e-mail containing the victim’s IP address and miscellaneous system information,sends,Network,other
2860,The malware resends the information each time the computer is restarted,resends,Network,other
2861,this malware serve as a beacon,serve,-,command_and_control
2862,the attacker triggered the execution of a file on the victim’s system,triggered,File,-
2863,the program attract less attention,attract,-,other
2864,the program looks less like malware,looks,-,other
2865,"It registered only 6/55 detections by anti virus scanners, or a 10% detection rate",registered,-,other
2866,Transmitting the malware via e-mail,Transmitting,Network,infection_propagation
2867,The malware transmits,transmits,Network,other
2868,The malware leaving the material in for an inbox the attacker to collect at a later time,leaving,Network,other
2869,transmitting via data encrypted e-mail communications,transmitting,Network,other
2870,reduce the visibility of malware on a network,reduce,-,other
2871,the malware uses the old PKWARE implementation of zip encryption,uses,-,other
2872,This attack developed social engineering in the seeding materials and bait document,developed,-,infection_propagation
2873,the malware seeding aims at classes of people,aims,-,infection_propagation
2874,Use widely available RATs,Use,-,other
2875,At least one command-and-control server Syrian IP space located within,located,-,command_and_control
2876,Use crypters to obscure the binary,Use,-,other
2877,it is exceptionally targeted,is,-,infection_propagation
2878,the malware identify and unmask the IP address of target(s),identify and unmask,-,other
2879,the malware resend them to with each the attacker reboot,resend,Network,other
2880,is sent data to an Internet e-mail address,is sent,Network,other
2881,was used e-mail to transmit data,was used,Network,other
2882,used hardcoded e-mail to exfiltrate,used,Network,other
2883,it drop a second stage from a compromised site,drop,Network,infection_propagation
2884,it exfiltrating credentials from Facebook and hooking programs like Skype,exfiltrating,-,other
2885,The malware beacons location,beacons,Network,command_and_control
2886,The malware exfiltrates to an online e-mail account,exfiltrates,Network,other
2887,The seeding obtain a ‘private’ Facebook identity from through,obtain,-,other
2888,This attack was exceptionally targeted,was exceptionally targeted,-,infection_propagation
2889,Aggressive ad libraries leak the user’s private information,leak,-,other
2890,an attacker intercept and use private information uploaded from ad libraries to precisely locate targeted areas such as a CEO’s office or specific conference rooms,intercept and use,-,infection_propagation
2891,an attacker conduct more targeted attacks,conduct,-,infection_propagation
2892,attackers Android services invoke for taking photos,invoke,-,other
2893,attackers Android services invoke for calling phone numbers,invoke,-,other
2894,attackers Android services invoke for sending SMS,invoke,-,other
2895,attackers Android services invoke for reading from/ writing to the clipboard,invoke,-,other
2896,the attackers exploit several Android vulnerabilities to get valuable private information,exploit,-,other
2897,the attackers exploit several Android vulnerabilities to launch more advanced attacks,exploit,-,infection_propagation
2898,The attacker hijack the network where the targeted victim resides,hijack,-,other
2899,the attacker choose to take action on important targets only,choose,-,infection_propagation
2900,a combination of these components launch powerful and precise attacks on target devices,launch,-,infection_propagation
2901,an attacker launch remotely different attacks on through target devices vulnerable ad libraries,launch,-,infection_propagation
2902,The left panel enables the attacker to command the victim's device,enables,-,other
2903,the attacker uploading local files,uploading,Network,other
2904,the attacker taking pictures,taking,-,other
2905,the attacker recording audio/video,recording,-,other
2906,the attacker manipulating the clipboard,manipulating,-,other
2907,the attacker SMS sending,sending,-,other
2908,the attacker dialing numbers,dialing,-,other
2909,the attacker implanting bootkit,implanting,-,other
2910,the attacker installing the attacker’s apps uploaded to Google Play,installing,-,other
2911,stolen all information from the victim’s device,stolen,-,other
2912,"been uploaded the victim’s installed app list, clipboard, a photo taken from the back camera, an audio clip, and a video clip",been uploaded,Network,other
2913,intercepted the GPS location from the ad library,intercepted,-,other
2914,The panel pins down onto the GPS location of the victim’s device a Google Map widget,pins,-,other
2915,an attacker manipulate the host application in unintended ways,manipulate,-,other
2916,an attacker Java code executing with the permissions of the host application,executing,File,other
2917,an attacker over the network WiFi or DNS hijacking hijack the HTTP traffic through to inject malicious content into the WebView control the host application,hijack,-,other
2918,a sample Javascript snippet execute shell command,execute,File,other
2919,a remote attacker taking photos without over consent the Internet,taking,-,other
2920,a remote attacker recording video without over consent the Internet,recording,-,other
2921,an attacker over the network inject malicious content into to the WebView misuse the interfaces exposed through the JS binding annotation,inject,-,infection_propagation
2922,attackers over the network utilizing the makeCall interface to dial phone numbers without the user’s consent,utilizing,-,other
2923,the attackers hijack the communication channels,hijack,-,other
2924,the attackers inject malicious DEX files,inject,-,infection_propagation
2925,they control the behaviors of the victim apps,control,-,other
2926,the attacker getting local access,getting,-,other
2927,the attacker upload private and sensitive files from the victim’s device,upload,Network,other
2928,the attacker modify files that the host app can write to,modify,File,-
2929,the attackers taking pictures,taking,-,other
2930,the attackers SMS sending,sending,-,other
2931,use the JBOH shell to download exe- cutables,use,Network,other
2932,use them to root the device,use,-,other
2933,they obtain root on most Android phone models,obtain,-,other
2934,they attempt ptrace to control the host app,attempt,-,other
2935,we make calls from without the Javascript bridge user consent,make,-,other
2936,we invoke the telephony service to dial numbers directly via binder,invoke,-,other
2937,an attacker load executables compiled from JNI code,load,File,-
2938,the code DexClassLoaderload call to inject new classes from the attackers’ DEX files to register callbacks to take pictures/ record videos,call,-,other
2939,an attacker monitor or tamper with the clipboard,monitor or tamper,-,other
2940,Malicious apps steal the passwords if they can read the contents on clipboard,steal,-,other
2941,the attackers monitor changes to a clipboard,monitor,-,other
2942,the attackers transfer the clipboard contents to some remote server,transfer,-,other
2943,They alter the clipboard content to achieve phishing goals,alter,-,infection_propagation
2944,the background malicious service change that link to a phishing site,change,-,infection_propagation
2945,the attackers Android home screen icons manipulate using two normal permissions: launcher READ SETTINGS and WRITE SETTINGS permissions,manipulate,-,other
2946,a malicious app with these two permissions query/insert/ alter the system icon settings,query/insert/ alter,-,other
2947,"a malicious app with these two permissions modify egitimate icons of some security- sensitive apps, such as banking apps to a phishing website",modify,-,infection_propagation
2948,being tracked and targeted victims’ devices through ad traffic,being tracked and targeted,-,infection_propagation
2949,"the attackers redirect other app icons (e.g., bank or email app icons) to the phishing app",redirect,-,infection_propagation
2950,the attackers steal the user’s login credentials,steal,-,other
2951,"attackers install apps of choice (e.g., an attacker’s phishing app) to without any devices registered in user’s account in the background user consent",install,-,other
2952,Android apps with these two permissions authenticate themselves with the user’s Google account,authenticate,Other,-
2953,"Android pro- cesses With get secret tokens of services (e.g., Google services) from both the GET ACCOUNTS and the USE CREDENTIALS permissions the AccountManager",get,-,other
2954,Android pro- cesses use them to authenticate to these services,use,Other,-
2955,the attackers eavesdropping or hijacking the HTTP traffic,eavesdropping or hijacking,-,other
2956,We Man-in-the- Middle (MITM) attacks launched,launched,-,other
2957,We intercepted the data uploaded to the remote server,intercepted,-,other
2958,an attacker locate the victim,locate,-,infection_propagation
2959,an attacker acquire the device’s specifications,acquire,-,other
2960,several well-known attacks achieve large-scale monitoring,achieve,-,other
2961,DNS hijacking subvert the resolution of Domain Name System (DNS) queries through modifying the behavior of DNS servers so that they serve fake DNS information,subvert,-,other
2962,"Attackers compromised many DNS servers, including the ones from Google and Godaddy",compromised,-,other
2963,attackers DNS hijacking By access all the traffic to ad servers,access,-,other
2964,BGP hijacking takes over groups of IP addresses,takes over,-,other
2965,BGP hijacking Internet routing tables corrupting by breaking BGP sessions or injecting fake BGP information,corrupting,-,other
2966,attackers monitor all traffic to specific IPs,monitor,-,other
2967,ARP hijacking (or spoofing) in IDC hijack the traffic to the ad server in the IDC where the ad server locates through fake ARP packets,hijack,-,other
2968,Attackers use fake ARP packets to direct all the traffic to go through the hijacking servers first for monitoring and hijacking,use,-,other
2969,ARP hijacking is a well-known approach used in network attacks,is,-,other
2970,attackers Using iden- tify potential victims based on information leakage such as GPS location described in Sec- tion 4.2 the large-scale traffic intercepted from the above methods,iden- tify,-,infection_propagation
2971,Attackers keep a low profile by allowing all other irrelevant network traffic to pass without being modified,keep,-,other
2972,they inject exploits only into to the targeted traffic launch further attacks,inject,-,infection_propagation
2973,"Sidewinder Targeted Attacks target victims using to info leakage and other vulnerabilities of ad libraries get valuable, sensitive information",target,-,infection_propagation
2974,malicious ads or attackers hijacking the communication channels,hijacking,-,other
2975,the actors use a wide set of tools including several Remote Access Tools (RATs),use,-,other
2976,the PUTTER PANDA actors The RATs are used,are used,-,other
2977,the PUTTER PANDA actors conduct intelligence-gathering operations,conduct,-,other
2978,They deploy custom malware through targeted email attacks,deploy,-,infection_propagation
2979,This toolset provides a wide degree of control over a victim system,provides,-,other
2980,This toolset deploy additional tools at will,deploy,-,other
2981,They deploy custom malware through targeted email attacks,deploy,-,infection_propagation
2982,used some of the domains for command and control of the tools described later in this report,used,-,command_and_control
2983,These be used for command and control of PUTTER PANDA tools,be used,-,command_and_control
2984,Two droppers been associated with the PUTTER PANDA toolset,been associated,-,other
2985,PUTTER PANDA Several RATs are used,are used,-,other
2986,C2 HTTP occurs over after connectivity has been verified by making a distinctive request (to the URI / search?qu= at www.google.com),occurs,-,command_and_control
2987,A victim identifier is generated from the infected machine’s hard disk serial number,is generated,-,infection_propagation
2988,A series of HTTP requests characterizes the RAT’s C2,characterizes,-,command_and_control
2989,"The initial beacon uses a request with four parameters (h1, h2, h3, and h4) to register the implant with the C2 server",uses,-,command_and_control
2990,Communication to and from the C2 server is obfuscated using a 1-byte XOR with the key 0xBE,is obfuscated,-,other
2991,the RAT The commands supported,supported,-,other
2992,the RAT create a file mapping named &*SDKJfhksdf89*DIUKJDSF&*sdfsdf78sdfsdf,create,File,-
2993,This is used to prevent multiple instances of the RAT being executed simultaneously,is used,-,infection_propagation
2994,"The RAT use a byte-wise subtraction- based algorithm (using a hard-coded modulo value) to decode C2 server details consisting of a server hostname and port number, in this example nsc.adomhn. com, port 80",use,-,command_and_control
2995,receiving data from the server,receiving,Network,command_and_control
2996,decrypting data,decrypting,-,command_and_control
2997,processing commands,processing,-,command_and_control
2998,the RAT load a binary representation of a date/time value from a file C:\RECYCLER\restore.dat,load,File,-
2999,it sleep until after this date/time has passed,sleep,-,other
3000,the RAT remain dormant until a fixed time,remain,-,other
3001,the 3PARA RAT used the C2 protocol,used,-,command_and_control
3002,the C2 protocol HTTP based is,is,-,command_and_control
3003,the C2 protocol GET using,using,Other,command_and_control
3004,the C2 protocol POST requests using,using,Other,command_and_control
3005,An initial request is made to the C2 server,is made,-,command_and_control
3006,this request serves as a connectivity check,serves,-,other
3007,the RAT transmit some basic victim information to the C2 server along with a 256-byte hash of the hard-coded string HYF54&%9&jkMCXuiS,transmit,Network,command_and_control
3008,this request register a new victim machine with the controller,register,-,infection_propagation
3009,the RAT retrieve tasking from using the controller a further distinctive HTTP request shown in Figure 13,retrieve,-,command_and_control
3010,Output data produced by tasking instructions is encrypted in the same manner as it was decrypted,is encrypted,-,other
3011,HTTP POST request to a URI of the form /microsoft/errorpost/ default.aspx?ID= Output data produced by tasking instructions sent back to via the C2 server,sent,Other,command_and_control
3012,the RAT The set of commands supported,supported,-,other
3013,the RAT sleeping until a certain date/time,sleeping,-,other
3014,the malware perform a connectivity check to using a hard-coded URL (http://www.microsoft.com) a constant user agent Mozilla/4.0 (Compatible; MSIE 6.0;),perform,-,other
3015,the malware Windows Protected Storage extract proxy details and credentials from using the IE Credentials Store publicly known methods15,extract,-,other
3016,An initial request is then made to the hard-coded C2 server and initial URI,is then made,Network,command_and_control
3017,The malware download content from to the specified URL the filename within the user’s temporary directory,download,Network,other
3018,The malware execute this file via the WinExec API,execute,File,-
3019,be made a final C2 request to a URL using the same path as the initial request (and a similarly random parameter),be made,Network,command_and_control
3020,the malware delete the content saved from the first request,delete,File,-
3021,is used it as a simple download- and-execute utility,is used,-,other
3022,the httpclient malware HTTP uses for its C2 channel,uses,-,command_and_control
3023,This malware performs a connectivity check to using www.microsoft.com the hard-coded user agent Mozilla/4.0 (Compatible; MSIE 6.0;),performs,-,other
3024,The malware connect to its configured C2 infrastructure (file.anyoffice.info),connect,Network,command_and_control
3025,The malware perform a HTTP request of the form shown in Figure 14 below,perform,-,command_and_control
3026,is repeated the C2 request every 0.5 seconds,is repeated,-,command_and_control
3027,is started a shell process with input/output redirected over the C2 channel,is started,Other,-
3028,upload file,upload,Network,-
3029,download file,download,Network,-
3030,are supported two other commands,are supported,-,other
3031,a dropper install the 4H RAT,install,-,other
3032,PUTTER PANDA used a dropper,used,-,other
3033,This dropper writing the payload to disk,writing,File,-
3034,This dropper executing it,executing,File,-
3035,Another dropper installing the pngdowner malware (example MD5 hash 4c50457c35e2033b3a03fcbb4adac7b7),installing,-,other
3036,The executable and DLL obfuscated with a 16-byte XOR key (consisting of the bytes 0xA0 – 0xAF),obfuscated,-,other
3037,Both the document and executable are written to disk,are written,File,-
3038,Both the document and executable executed via the ShellExecute             API (using the verb open),executed,File,-
3039,The executable is also installed into with the ASEP registry key HKCU\Software\Microsoft\Windows\ CurrentVersion\Run a value named McUpdate,is also installed,Other,other
3040,the dropper deletes itself via a batch file,deletes,File,other
3041,"The dropped executable (MD5 hash 38a2a6782e1af29ca8cb691cf0d29a0d) inject the specified DLL (McUpdate.dll, MD5 hash 08c7b5501df060ccfc3aa5c8c41b452f) into a process that would normally be accessing the network",inject,Other,-
3042,The dropped executable (MD5 hash 38a2a6782e1af29ca8cb691cf0d29a0d) disguise the malicious activity,disguise,-,other
3043,the malware terminate processes corresponding to two components of Sophos Anti-Virus (SAVAdminService.exe and SavService.exe),terminate,Other,other
3044,these droppers using a mixture of decoy PDF and Microsoft Word documents,using,-,infection_propagation
3045,their toolset provides a wide degree of control over a victim system,provides,-,other
3046,their toolset deploy additional tools at will,deploy,-,other
3047,being served up a zero-day exploit (CVE-2014-0322) from the U.S. Veterans of Foreign Wars’ website (vfw.org),being served up,-,infection_propagation
3048,were silently redirected visitors to the VFW website through to an iframe the exploit at www.REDACTED.com/Data/img/img.html,were silently redirected,-,infection_propagation
3049,It aborts exploitation if the user is browsing with a different version of IE or has installed Microsoft’s Experience Mitigation Toolkit (EMET),aborts,-,other
3050,the attacker modify one byte of memory at an arbitrary address,modify,Other,-
3051,attackers modify memory to an arbitrary address,modify,Other,-
3052,the attacker use it to bypass ASLR,use,-,other
3053,The attacker uses the Microsoft.XMLDOM ActiveX control to load a one-line XML string containing a file path to the EMET DLL,uses,File,-
3054,the code Once searches through by the attacker’s code has full memory access through the corrupted Flash Vector object loaded libraries gadgets machine code,searches,Other,-
3055,The attacker overwrites the vftable pointer of a flash.Media.Sound() object in to memory point to the pivot,overwrites,File,-
3056,The attacker ROP begin,begin,-,other
3057,the malicious Flash code downloads a file containing the dropped malware payload,downloads,Network,other
3058,the malware creates files sqlrenew.txt and stream.exe when the shellcode is executed,creates,File,-
3059,"The tail of the image file is decoded, and written to these files","is decoded, and written",File,-
3060,is then executed sqlrenew.txt with the LoadLibraryA Windows API call,is then executed,File,-
3061,this exploit dropped an XOR (0×95) payload,dropped,-,other
3062,an XOR (0×95) payload executed a ZxShell backdoor (MD5: 8455bbb9a210ce603a1b646b0d951bce),executed,-,other
3063,multiple threat actors linked to cyber espionage operations The ZxShell backdoor used,used,-,other
3064,This particular variant called back to a command and control server located at newss.effers.com,called,Network,command_and_control
3065,Gh0stRat samples with the custom packet flag HTTPS calling back to book.flnet.org and icybin.flnet.org,calling,Network,command_and_control
3066,another HTTPS Gh0st variant connecting to a related command and control server at me.scieron.com,connecting,Network,command_and_control
3067,"were all linked dll.freshdns.org, ali.blankchair.com and cht.blankchair.com to both Operation DeputyDog and Operation Ephemeral Hydra",were all linked,-,command_and_control
3068,They ROP chains build,build,-,other
3069,this actor(s) deploy a number of different private and public RATs using against zero-day exploits high-profile targets,deploy,-,other
3070,they spear-phish targets,spear-phish,-,infection_propagation
3071,are infected they with a rare APT Trojan,are infected,-,other
3072,a rare APT Trojan posing as any one of several major software releases,posing,-,infection_propagation
3073,the attackers identify more significant victims,identify,-,infection_propagation
3074,download more advanced stealing tools,download,Network,other
3075,are selectively distributed these installs to targeted individuals,are selectively distributed,-,infection_propagation
3076,seeding p2p networks with widely spread malware and 0-day spear-phishing attacks,seeding,-,infection_propagation
3077,were prompted visitors connecting to the hotel’s Wi-Fi to install software updates to popular software packages,were prompted,-,infection_propagation
3078,these packages were really installers for Darkhotel APT’s backdoors,were,-,other
3079,Digitally signed Darkhotel backdoors were installed alongside the legitimate packages,were installed,-,other
3080,embedded iframes within hotel networks redirected individuals’ web browsers to phony install- ers,redirected,-,infection_propagation
3081,only a few guests received the Darkhotel package,received,-,infection_propagation
3082,The attackers delete all traces of their tools as soon as an attack was carried out successfully,delete,File,other
3083,The attackers hit their individual targets with precision,hit,-,infection_propagation
3084,he attackers deleted their iframe placement and backdoored executables from the hotel network,deleted,File,other
3085,The attackers de- leted traces of their work from earlier attacks in another hotel,de- leted,File,other
3086,the attackers maintain truly precise targeting information over the victim’s visit,maintain,-,infection_propagation
3087,the attackers present the malicious iframe precisely to that individual target,present,-,infection_propagation
3088,it Japanese p2p sharing sites seeds,seeds,-,infection_propagation
3089,is delivered the malware as a part of a large (approximately 900mb) rar archive,is delivered,-,infection_propagation
3090,The archive is also spread over bittorrent,is also spread,-,infection_propagation
3091,Darkhotel uses this method to distribute their Karba Trojan,uses,-,infection_propagation
3092,"This Darkhotel package was downloaded over 30,000 times in less than six months",was downloaded,-,infection_propagation
3093,is installed and run the trojan on the victim system,is installed and run,-,other
3094,is bound the AxDecrypt.exe decryptor to the dropper for the Darkhotel Catch.exe Karba Trojan,is bound,-,other
3095,Backdoor.Win32.Agent.dgrn Catch.exe detected as,detected,-,other
3096,Catch.exe communicates with the fol- lowing Darkhotel command and control servers,communicates,-,command_and_control
3097,bound this Darkhotel backdoor within a shared torrent,bound,-,infection_propagation
3098,"The associated Darkhotel backdoor was hosted on under bittorrent, emule, etc, a variety of comic names",was hosted,-,infection_propagation
3099,Related Darkhotel command and control server domains include,include,-,command_and_control
3100,Darkhotel campaigns involving typical spear-phished Tapaoux implants,involving,-,infection_propagation
3101,This spear-phishing activity continues into 2014,continues,-,infection_propagation
3102,The attacks follow the typical spear-phishing process,follow,-,infection_propagation
3103,exploited systems retrieved downloader executables from web servers,retrieved,Network,other
3104,the group emailed links,emailed,-,infection_propagation
3105,links Internet Explorer 0-day exploits redirect targets’ brows- ers to,redirect,-,infection_propagation
3106,the attachment itself includes an Adobe 0-day exploit,includes,-,infection_propagation
3107,they deployed 0-day spear-phishing attacks,deployed,-,infection_propagation
3108,"0-day spear-phishing attacks Adobe products and Microsoft Internet Explorer, including cve­2010­0188 targeting",targeting,-,infection_propagation
3109,The crew spear-phished a set of target systems connected to the Internet through Chinese ISPs,spear-phished,-,infection_propagation
3110,"The dropped downloader (d8137ded710d83e2339a97ee78494c34) delivered malcode similar to the Information Stealer component functionality summarized below, and detailed in Appendix D",delivered,Network,other
3111,Korean documents titled List of the latest Japanese AV wind and how to use torrents.docx (loose English translation) were embedded the Flash objects in,were embedded,-,infection_propagation
3112,an attacker use the certificates fraudulently to spoof content,use,-,infection_propagation
3113,an attacker use to the certificates fraudulently perform phishing attacks,use,-,infection_propagation
3114,an attacker use the certificates fraudulently to perform man­in­the­middle attacks against all Web browser users including users of Internet Explorer,use,-,other
3115,One of the most interesting components that we discovered as a part of this cam- paign was the use of a digitally­signed advanced keylogger,was,-,other
3116,This keylogger is dropped by code running within svchost.exe on WinXP SP3,is dropped,-,other
3117,This driver package is built to resemble a legitimate low-level Microsoft system device,is built,-,infection_propagation
3118,It is installed as a system kernel driver Ndiskpro service,is installed,Other,-
3119,the NDISKPRO.SYS driver hooks both INT 0x01 and INT 0xff,hooks,Other,-
3120,"the NDISKPRO.SYS driver retrieves keystroke data directly from port 0x60, the motherboard keyboard con- troller itself",retrieves,-,other
3121,This component encrypts the retrieved values ondisk,encrypts,-,other
3122,"This component writes the retrieved values ondisk to a randomly named .tmp, file like ffffz07131101.tmp",writes,File,-
3123,the original dropper maintains persistence across with reboots a simple addition to the HKCU run key,maintains,Other,other
3124,This keylogger module encrypts gathered data,encrypts,-,other
3125,This keylogger module stores gathered data in a log file,stores,File,-
3126,hotel installers These tools are dropped,are dropped,-,other
3127,hotel installers spoofing legiti- mate software installers,spoofing,-,infection_propagation
3128,bound hotel installers within torrent bundles,bound,-,infection_propagation
3129,exploits dropped hotel installers,dropped,-,other
3130,hypertext linked hotel installers from spear-phishing emails,hypertext linked,-,infection_propagation
3131,"one of these implants More advanced tools, like the keylogger decribed above are later downloaded to the victim system",are later downloaded,Network,other
3132,embed- ded word docs with 0-day flash swf files,embed- ded,-,infection_propagation
3133,word docs dropped these backdoors,dropped,-,infection_propagation
3134,word docs downloaded backdoors from remote web servers,downloaded,Network,other
3135,word docs executed backdoors,executed,File,other
3136,These tools pull down the keylog- ger,pull down,Network,other
3137,These tools steal information from the system,steal,-,other
3138,These tools download other tools,download,Network,other
3139,WinRar SFX file drops the module,drops,-,other
3140,WinRar SFX file starts the module from %APPDATA%\Microsoft\Crypto\DES64v7\msieckc.exe,starts,File,-
3141,This module update malicious components through recurring checks at the C&C server,update,-,command_and_control
3142,It removing some older components,removing,File,other
3143,The module adds autorun registry settings to enable an automatic start during system boot,adds,Other,other
3144,One of the most interesting functions of this executable is its unusual delay and persistence,is,-,other
3145,current module backs up and restores access to the system within 6 months,backs up and restores,-,other
3146,The component gathers system information,gathers,-,other
3147,The component sends it to the Darkhotel com- mand and control servers,sends,Network,command_and_control
3148,a WinRar SFX file drops the module,drops,-,other
3149,a WinRar SFX file starts the module from %APPDATA%\Microsoft\Display\DmaUp3. exe,starts,File,-
3150,the module collect various secrets stored on a lo- cal system,collect,-,other
3151,the module Darkhotel command and control servers upload them to,upload,Network,other
3152,This module Windows with the system de- fault codepage set to Korean terminate itself on,terminate,Other,-
3153,a lot of extra calls complicated the analysis of the sample,complicated,-,other
3154,It mim- ics a GUI desktop application,mim- ics,-,infection_propagation
3155,The Trojan collects data about the system,collects,-,other
3156,The Trojan collects data about anti­ malware software installed on it,collects,-,other
3157,The Trojan Darkhotel command and control servers uploads that data to,uploads,Network,other
3158,It is bound to a variety of other software packages that vary in name,is bound,-,infection_propagation
3159,It drops the igfxext.exe selective infector component to disk,drops,-,other
3160,It runs it,runs,File,-
3161,This component USB infiltrate into via other comput- ers,infiltrate,-,infection_propagation
3162,This component infiltrate into via other comput- ers network shares,infiltrate,Other,infection_propagation
3163,the virus retrieves all available disks,retrieves,Other,other
3164,the virus finds executable files,finds,File,other
3165,the virus infects them,infects,File,infection_propagation
3166,The code brute forces the list of mapped removable drives,brute forces,Other,other
3167,the infector changes the entrypoint of executable files,changes,File,infection_propagation
3168,the infector creates an .rdat section,creates,File,infection_propagation
3169,the infector inserts a small loader in the section,inserts,File,infection_propagation
3170,the infector puts its main payload in the overlay,puts,File,infection_propagation
3171,Every infected file has functionality described in Trojan­Dropper & Injector section,has,-,infection_propagation
3172,it collect information about the comput- er as commanded,collect,-,other
3173,send it to as the C2 commanded,send,Network,command_and_control
3174,it download other Darkhotel components as commanded,download,Network,other
3175,"Almost every backdoor in this set maintains an internal campaign code or id, used in initial c2 communications as described above",maintains,-,command_and_control
3176,the operators build up new command and control serv- ers,build up,-,command_and_control
3177,Many of these c2s maintain a common directory path that serves a ddrlog,maintain,-,command_and_control
3178,The Darkhotel c2 maintain these directory structures to store and serve ddrlog content,maintain,-,command_and_control
3179,The group encrypts victim data on with their servers single user/passkey combi- nations across multiple victims,encrypts,-,infection_propagation
3180,New victim systems be systematically vetted,be systematically vetted,-,infection_propagation
3181,The attackers maintain a web interface to vet these new victim systems,maintain,-,infection_propagation
3182,The attackers list and sort victim systems according to their latest c2 check­in,list and sort,-,infection_propagation
3183,botnet style operations DDoS attacks launching on hostile parties,launching,-,other
3184,are used botnet style operations for massive surveillance,are used,-,other
3185,botnet style operations upgrading victims to more sophisticated espionage tools,upgrading,-,command_and_control
